Token,Train_Count,Valid_Count,Total_Count
looooooked,1,0,1
loooooved,2,0,2
loooove,1,0,1
loop,15215,94,15309
loop's,27,0,27
looped,151,1,152
looper,1,0,1
loopie,3,0,3
loopier,1,0,1
looping,83,0,83
loops,1674,17,1691
loopy,43,0,43
loose,3711,36,3747
loosely,3,0,3
loosen,253,2,255
loosened,57,0,57
loosening,3,0,3
loosens,19,2,21
looser,68,0,68
looses,1,0,1
loosing,3,0,3
loot,60,0,60
lop,8,0,8
loped,3,0,3
lopez,8,0,8
loping,3,0,3
lopsided,9,0,9
loquat,1,0,1
lora,18,0,18
lord,107,0,107
lord's,2,0,2
lorenzo,5,0,5
loretta,5,0,5
lorezno,1,0,1
lori,110,0,110
lori's,5,0,5
lorie,4,0,4
lorikeet,4,0,4
loris,5,0,5
lorn,6,0,6
lorna,26,0,26
lorna's,1,0,1
lorraine,25,0,25
lorraine's,1,0,1
lorrie,7,0,7
lorries,6,0,6
lorry,30,0,30
los,7,0,7
lose,24096,209,24305
loser,319,3,322
loser's,1,0,1
losers,199,4,203
loses,1137,16,1153
losing,1973,21,1994
loss,197,1,198
losses,12,0,12
lost,183534,1807,185341
lot,245881,2469,248350
lot's,1,0,1
lotion,12381,170,12551
lotioning,1,0,1
lotions,51,0,51
lots,282172,2839,285011
lotsof,1,0,1
lotta,42,0,42
lotta's,1,0,1
lotte,10,0,10
lottery,44,1,45
lottie,82,0,82
lottie's,8,0,8
lotto,1,0,1
lotty,6,0,6
lotus,44,0,44
lou,1631,25,1656
lou's,61,2,63
loud,217698,2152,219850
louder,15900,183,16083
loudest,800,16,816
loudhailer,1,0,1
loudley,1,0,1
loudly,14370,163,14533
loudness,12,0,12
loudon,2,0,2
loudspeaker,60,0,60
loudspeakers,4,0,4
loudy,17,0,17
loudy's,1,0,1
louie,268,0,268
louie's,10,0,10
louis,137,0,137
louis's,1,0,1
louisa,93,0,93
louisa's,4,0,4
louise,988,12,1000
louise's,31,1,32
loundly,1,0,1
lounge,43,0,43
lounged,7,0,7
loungeing,1,0,1
lounging,65,2,67
louudly,1,0,1
louvre,5,0,5
lovable,39,1,40
love,214930,2080,217010
love's,25,0,25
loveable,15,1,16
lovebird,9,0,9
lovebirds,4,0,4
loved,1049106,10527,1059633
lovedgrandpa's,1,0,1
lovedjoyed,1,0,1
loveed,1,0,1
loveingly,1,0,1
lovelier,40,2,42
lovelies,1,1,2
loveliest,62,0,62
loveliness,2,0,2
lovelty,1,0,1
lovely,29977,299,30276
lovelyjohn,1,0,1
lover,51,1,52
lovers,20,0,20
loves,28558,273,28831
lovey,21,1,22
lovies,1,0,1
lovina,7,0,7
loving,3065,32,3097
lovingkindness,1,0,1
lovingly,284,3,287
lovingtown,0,2,2
lovvved,1,0,1
low,16317,149,16466
lowed,4,0,4
lower,1666,14,1680
lowered,949,12,961
lowering,65,0,65
lowers,318,3,321
lowest,144,0,144
lowing,3,0,3
lowly,4,0,4
lows,2,0,2
loyal,21077,201,21278
loyal's,10,0,10
loyality,1,0,1
loyallest,1,0,1
loyally,5,0,5
loyalty,506,3,509
lport,1,0,1
ls,1,0,1
lt,4,0,4
lttle,3,0,3
lu,169,0,169
lu's,4,0,4
lua,7,0,7
luaghed,1,0,1
luana,6,0,6
luba,10,0,10
lube,1,0,1
lubricate,1,0,1
lubricated,2,0,2
lubricating,1,0,1
luc,15,0,15
luc's,1,0,1
luca,143,7,150
luca's,9,0,9
lucas,509,5,514
lucas's,4,0,4
luccy,1,0,1
luce,36,0,36
luce's,2,0,2
lucey,2,0,2
luci,21,0,21
luci's,4,0,4
lucia,89,0,89
lucia's,3,0,3
lucie,145,0,145
lucie's,6,0,6
lucien,11,0,11
lucille,20,0,20
lucille's,1,0,1
lucinda,47,0,47
luck,5364,64,5428
lucked,2,1,3
luckier,180,4,184
luckiest,489,1,490
luckily,3406,39,3445
lucking,2,0,2
luckliy,2,0,2
luckly,9,0,9
lucknext,1,0,1
lucky,45930,429,46359
lucky's,263,4,267
luckywas,1,0,1
lucly,2,0,2
lucrative,1,0,1
lucuma,1,0,1
lucy,510015,5097,515112
lucy's,33437,349,33786
lucygot,1,0,1
lucys,10,0,10
lucysmiled,1,0,1
lucyst,1,0,1
ludwig,5,0,5
ludy,1,0,1
lug,2,0,2
luggage,9741,74,9815
luggage's,2,0,2
luggages,9,0,9
lugged,15,0,15
lugging,3,0,3
luggy,2,0,2
lugs,1,0,1
luh,10,0,10
lui,10,0,10
luicy,1,0,1
luigi,31,0,31
luigi's,1,0,1
luis,68,0,68
luis's,2,0,2
luisa,126,3,129
luisa's,3,0,3
luise,5,0,5
luka,66,0,66
luka's,3,0,3
lukas,7,0,7
luke,2453,31,2484
luke's,84,4,88
lukes,1,0,1
lukewarm,4,0,4
luki,9,0,9
lula,147,0,147
lula's,6,0,6
luli,5,0,5
lull,7,0,7
lullabies,24,0,24
lullaby,415,8,423
lulled,10,0,10
lulling,2,0,2
lulu,15237,180,15417
lulu's,543,4,547
lumber,10347,117,10464
lumber's,10,0,10
lumbered,20,0,20
lumberhouse,2,0,2
lumbering,17,0,17
lumberjack,219,9,228
lumberjack's,2,0,2
lumberjacking,1,0,1
lumberjacks,4,0,4
lumberman,8,0,8
lumbers,12,0,12
lumberwood,1,0,1
lumberworker,1,0,1
lumbery,0,5,5
lumberyard,9,0,9
lumi,21,0,21
luminescence,1,0,1
luminescent,1,0,1
luminous,5,0,5
lump,523,13,536
lumps,70,0,70
lumpy,272,2,274
luna,36431,306,36737
luna's,1069,14,1083
lunar,5,0,5
lunas,2,0,2
lunch,46406,460,46866
lunch's,1,0,1
lunchbag,4,0,4
lunchbox,249,4,253
lunchboxes,10,0,10
lunches,101,3,104
lunchmate,1,0,1
lunchmeat,1,0,1
lunchroom,45,0,45
lunchtime,669,9,678
lunchtimes,2,0,2
lung,4227,43,4270
lung's,12,0,12
lunge,5,1,6
lunged,286,5,291
lunges,2,0,2
lungfish,3,0,3
lungfish's,1,0,1
lungful,2,0,2
lunging,5,0,5
lungs,1874,9,1883
lungy,21,0,21
lupe,4,0,4
lupin,2,9,11
lupo,5,0,5
lurch,1,0,1
lurched,14,0,14
lurching,1,0,1
lure,93,1,94
lured,21,0,21
lures,11,0,11
luring,2,0,2
lurk,14,1,15
lurked,30,0,30
lurking,252,6,258
lurks,8,0,8
luscious,40,0,40
lush,427,6,433
luster,3,0,3
lute,1,0,1
lutetium,1,0,1
luther,10,0,10
luther's,1,0,1
luvy,1,0,1
lux,29,0,29
luxery,4,0,4
luxues,1,0,1
luxuriated,1,0,1
luxuriating,1,0,1
luxuries,72,0,72
luxurious,177,0,177
luxuriously,1,0,1
luxury,5405,35,5440
luxury's,1,0,1
luxy,20,0,20
luxy's,1,0,1
luz,16,0,16
luzy,10,0,10
ly,11,0,11
lyca,16,0,16
lychee,1,0,1
lydia,329,0,329
lydia's,15,0,15
lye,2,0,2
lying,15688,155,15843
lyingnever,1,0,1
lyla,124,0,124
lyla's,8,0,8
lyle,44,0,44
lyle's,1,0,1
lyly,6,0,6
lyn,23,0,23
lyn's,1,0,1
lynda,5,0,5
lynda's,3,0,3
lynn,117,0,117
lynn's,1,0,1
lynne,4,0,4
lynx,4,0,4
lyra,7,0,7
lyre,1,0,1
lyrics,12,0,12
lóng,2,0,2
m,7126,75,7201
m'appelle,1,0,1
m's,5,0,5
ma,223,0,223
ma'am,485,7,492
ma's,3,0,3
maa,23,3,26
maaa,10,0,10
maaaaa,1,0,1
maaboo,9,0,9
mabel,1507,11,1518
mabel's,81,0,81
mabelle,7,0,7
mabelle's,1,0,1
mable,13,0,13
mac,370,0,370
mac'n,1,0,1
mac's,5,0,5
macadamia,1,0,1
macarena,1,0,1
macaroni,278,0,278
macaw,75,0,75
macaw's,1,0,1
macaws,8,0,8
macdonald,54,0,54
mace,2,0,2
macey,21,0,21
mach,1,0,1
machers,1,0,1
machien,1,0,1
machine,36606,304,36910
machine's,57,2,59
machinery,18,0,18
machines,3314,18,3332
maci,14,0,14
macie,25,0,25
macie's,3,0,3
mack,132,0,132
mack's,4,0,4
mackenzie,36,0,36
mackenzie's,6,0,6
mackerel,2,0,2
macky,7,0,7
macky's,1,0,1
macmillan,1,0,1
macon,9,0,9
macon's,2,0,2
macy,143,0,143
macy's,9,0,9
mad,52677,523,53200
madagascar,3,0,3
madam,54,0,54
madame,2,0,2
madd,1,0,1
madder,130,0,130
maddie,1191,14,1205
maddie's,99,1,100
maddy,1044,3,1047
maddy's,64,0,64
made,701598,7128,708726
madeleine,16,0,16
madeline,176,0,176
madeline's,11,0,11
madelyn,15,0,15
madelyn's,3,0,3
mades,1,0,1
madethis,1,0,1
madge,5,0,5
madi,30,0,30
madie,8,0,8
madie's,1,0,1
madison,90,0,90
madison's,7,0,7
madly,25,0,25
madman,2,0,2
madrid,1,0,1
mads,10,0,10
mads's,3,0,3
madu,9,0,9
mae,843,0,843
mae's,50,0,50
maeva,6,0,6
maeva's,2,0,2
maeve,8,0,8
maeve's,1,0,1
mag,12,0,12
mag's,2,0,2
magazie,1,0,1
magazine,11775,115,11890
magazine's,2,0,2
magazines,1231,9,1240
magcal,1,0,1
magda,19,0,19
magdalene,6,0,6
mage,2,0,2
mage's,1,0,1
magee,7,0,7
magee's,1,0,1
magent,1,0,1
magenta,12,0,12
magents,1,0,1
maggi,1,0,1
maggie,5042,82,5124
maggie's,378,4,382
maggots,8,0,8
maggy,135,0,135
maggy's,3,0,3
magial,3,0,3
magic,192894,1928,194822
magic's,5,0,5
magical,40605,442,41047
magically,392,4,396
magicalness,2,0,2
magicaly,2,0,2
magicbook,1,0,1
magician,1209,10,1219
magician's,10,0,10
magicians,76,0,76
magick,1,0,1
magickal,1,0,1
magicked,4,0,4
magicland,2,0,2
magicly,2,0,2
magico,5,0,5
magics,3,0,3
magificent,1,0,1
magma,2,0,2
magnents,1,0,1
magnesium,1,0,1
magnet,16601,149,16750
magnet's,21,0,21
magnetic,22,0,22
magnetically,1,0,1
magnetism,3,1,4
magnetized,1,0,1
magnets,2093,33,2126
magnification,2,0,2
magnificence,8,0,8
magnificent,383,1,384
magnificentflower,1,0,1
magnificently,4,0,4
magnificont,1,0,1
magnified,5,0,5
magnifier,7,0,7
magnifying,587,5,592
magnolia,3,0,3
magog,15,0,15
magpie,203,15,218
magpie's,0,1,1
magpies,9,0,9
mags,8,0,8
magun,5,0,5
magun's,3,0,3
mah,4,0,4
mahal,2,0,2
mahala,4,0,4
mai,80,0,80
mai's,3,0,3
maia,104,0,104
maia's,3,0,3
maid,42,0,42
maiden,14,0,14
maids,2,0,2
maidservant,3,0,3
maidservants,2,0,2
maiiler,1,0,1
mail,29331,305,29636
mailbag,27,0,27
mailbot,2,0,2
mailbox,20037,194,20231
mailbox's,13,0,13
mailboxes,297,6,303
mailboxing,1,0,1
mailcart,2,0,2
maile,7,0,7
mailed,1812,24,1836
mailin,3,0,3
mailing,548,9,557
mailings,3,0,3
mailling,1,0,1
mailman,6941,93,7034
mailman's,75,0,75
mailmen,69,0,69
mailperson,2,0,2
mails,32,0,32
mailwoman,6,0,6
mailwomen,5,0,5
main,153,5,158
maine,1,0,1
mainland,5,0,5
mainly,4,0,4
mainsail,2,0,2
maintain,30,0,30
maintained,10,0,10
maintaining,4,0,4
maintenance,20,0,20
maise,2,0,2
maisey,38,0,38
maisey's,5,0,5
maisie,385,0,385
maisie's,23,0,23
maisky,5,0,5
maisky's,1,0,1
maisy,1048,0,1048
maisy's,50,0,50
maite,9,0,9
maite's,1,0,1
maja,19,0,19
maja's,2,0,2
majestic,341,3,344
majestically,7,0,7
majesties,15,0,15
majesty,234,2,236
major,24,0,24
majorlybig,1,0,1
makai,3,0,3
makai's,1,0,1
makayla,24,0,24
make,789569,7888,797457
makea,2,0,2
makeeba,11,0,11
makeover,40,0,40
makeovers,1,0,1
maker,1476,17,1493
maker's,10,0,10
makers,129,3,132
makes,73710,734,74444
makeshift,47,0,47
makesomething,1,0,1
makeup,13310,130,13440
maki,9,0,9
makiing,1,0,1
makin,1,1,2
making,135357,1351,136708
makings,3,0,3
makingslow,1,0,1
makrut,1,0,1
mal,13,0,13
mal's,1,0,1
mala,41,0,41
mala's,2,0,2
malachite,1,0,1
malanga,1,0,1
malaria,1,0,1
malaya,4,0,4
malcolm,73,0,73
malcolm's,3,0,3
malcom,9,0,9
malcom's,1,0,1
male,51,0,51
malerious,0,5,5
malfunction,7,0,7
malfunctioned,5,0,5
malfunctioning,3,0,3
mali,12,0,12
mali's,3,0,3
malia,56,0,56
malia's,4,0,4
malibu,6,0,6
malicious,5,0,5
maliciously,1,0,1
maliha,4,0,4
malik,12,0,12
malin,6,0,6
malina,4,0,4
mall,9110,77,9187
mall's,20,0,20
mallard,19,0,19
mallards,1,0,1
malleable,1,0,1
mallet,3,0,3
mallo,8,0,8
mallo's,1,0,1
mallory,98,0,98
mallory's,3,0,3
mallow,1,1,2
malloy,5,0,5
mally,25,0,25
mally's,2,0,2
maltese,1,0,1
malu,8,0,8
maly,6,0,6
mam,28,0,28
mama,46316,520,46836
mama's,689,5,694
mamabear,1,0,1
maman,4,0,4
mamas,24,0,24
mami,32,0,32
mami's,2,0,2
mamie,22,0,22
mamie's,1,0,1
mamisy,1,0,1
mamma,600,14,614
mamma's,8,1,9
mammal,12,0,12
mammals,6,0,6
mammam,1,0,1
mammie,6,0,6
mammoth,45,0,45
mammoth's,2,0,2
mammoths,2,0,2
mammuthus,2,0,2
mammy,96,6,102
mammy's,3,0,3
mamu,7,0,7
mamu's,2,0,2
mamá,1,0,1
man,524364,5122,529486
man's,10866,110,10976
mana,7,0,7
manage,5724,57,5781
manageable,15,0,15
managed,13048,128,13176
management,6,0,6
manager,730,5,735
manager's,7,0,7
managers,12,0,12
manages,46,0,46
managing,301,0,301
mandala,12,0,12
mandalas,1,0,1
mandarin,9,0,9
mandatory,1,0,1
mandi,11,0,11
mandi's,1,0,1
mandibles,3,0,3
mandy,11044,72,11116
mandy's,766,1,767
mane,2954,33,2987
manes,60,1,61
maneuver,12,0,12
maneuvered,6,0,6
maneuvering,4,0,4
maneuvers,1,0,1
manganese,1,0,1
manged,1,1,2
manger,3,0,3
mangled,1,0,1
mango,155,2,157
mango's,2,0,2
mangoes,37,0,37
mangos,3,0,3
manhole,3,0,3
mani,17,0,17
maniacally,1,0,1
manifest,1,0,1
manipulate,2,0,2
manipulated,3,0,3
manipulating,2,0,2
manju,6,0,6
manlost,1,0,1
manned,1,0,1
mannequin,11,0,11
mannequins,1,0,1
manner,122,1,123
mannered,13,0,13
manners,1203,11,1214
mannie,7,0,7
manning,3,0,3
manny,282,0,282
manny's,19,0,19
manoeuvering,1,0,1
manoeuvre,1,0,1
manoeuvred,3,0,3
manoeuvres,2,0,2
manoeuvring,1,0,1
mans,6,0,6
mansion,64,3,67
mansion's,1,0,1
mansions,2,0,2
manta,3,0,3
mantel,38,0,38
mantelpiece,38,0,38
mantis,9,0,9
mantis's,1,0,1
mantle,13,0,13
mantlepiece,3,0,3
mantra,4,0,4
manu,12,0,12
manual,11,0,11
manuel,24,0,24
manuevered,1,0,1
manure,7,0,7
many,535227,5384,540611
manyful,1,0,1
mao,1,0,1
map,26242,189,26431
map's,12,0,12
maple,154,1,155
maple's,1,0,1
maples,1,0,1
mapped,6,0,6
mapping,2,0,2
maps,573,2,575
maqui,2,0,2
mar,1,0,1
mara,296,0,296
mara's,20,0,20
maraca,3,0,3
maracas,11,0,11
marathon,5,0,5
marb,1,0,1
marble,14140,69,14209
marble's,7,0,7
marbled,0,1,1
marbles,6589,35,6624
marbly,1,0,1
marby,7,0,7
marc,142,0,142
marc's,5,0,5
marcel,12,0,12
march,21544,209,21753
march's,1,0,1
marche,1,0,1
marched,12641,116,12757
marcher,58,0,58
marchers,86,0,86
marches,116,1,117
marchin,1,0,1
marching,5296,36,5332
marcia,34,0,34
marcia's,4,0,4
marcie,16,0,16
marco,230,0,230
marco's,4,0,4
marcos,4,0,4
marcus,264,6,270
marcus's,3,0,3
marcy,286,0,286
marcy's,13,0,13
mare,16,0,16
maren,7,0,7
mares,1,0,1
marga,9,0,9
margaret,336,3,339
margaret's,12,0,12
margarine,13,0,13
margarita,2,0,2
marge,56,0,56
marge's,5,0,5
margery,8,0,8
margie,95,0,95
margie's,4,0,4
margin,4,0,4
margins,2,0,2
margo,103,0,103
margo's,4,0,4
margot,41,0,41
margot's,4,0,4
margret,9,0,9
margret's,1,0,1
margy,5,0,5
marhaba,8,0,8
marhced,1,0,1
marhcing,2,0,2
mari,88,0,88
mari's,6,0,6
maria,6602,54,6656
maria's,334,0,334
mariah,30,0,30
mariah's,1,0,1
mariam,36,0,36
mariam's,3,0,3
mariama,1,0,1
marian,79,0,79
marian's,2,0,2
mariana,20,0,20
mariana's,2,0,2
marianna,14,0,14
marianne,24,0,24
maribel,18,0,18
marie,1307,35,1342
marie's,60,3,63
marielle,3,0,3
marigold,21,0,21
marigold's,4,0,4
marigolds,3,0,3
mariia,1,0,1
marilyn,26,0,26
marim,1,0,1
marina,70,0,70
marina's,4,0,4
marinades,1,0,1
marinara,1,0,1
marine,3,0,3
mario,137,0,137
mario's,4,0,4
marion,26,0,26
marisa,30,0,30
marisa's,1,0,1
marissa,33,0,33
marissa's,2,0,2
marius,17,0,17
marjoram,1,0,1
marjorie,11,0,11
marjorie's,1,0,1
mark,56984,620,57604
mark's,2139,21,2160
marka,4,0,4
marked,2039,20,2059
markedspecial,1,0,1
marker,1589,11,1600
markers,1342,15,1357
market,19972,229,20201
market's,1,0,1
marketer,4,0,4
marketgoers,1,0,1
marketing,1,0,1
marketplace,83,2,85
markets,17,0,17
markie,13,0,13
marking,692,5,697
markings,122,1,123
marks,3896,43,3939
marksman,1,0,1
markus,14,0,14
marky,73,0,73
marky's,3,0,3
marla,121,0,121
marla's,7,0,7
marlee,15,0,15
marlene,31,0,31
marlene's,5,0,5
marley,469,0,469
marley's,22,0,22
marlin,8,0,8
marlo,11,0,11
marlo's,1,0,1
marlon,18,0,18
marlon's,2,0,2
marlow,4,0,4
marly,11,0,11
marmalade,33,0,33
marmot,14,0,14
marni,5,0,5
marni's,1,0,1
marnie,13,0,13
marnie's,1,0,1
marno,7,0,7
maroon,2,0,2
marquee,3,0,3
marr,1,0,1
marri,5,0,5
marriage,6348,71,6419
marriages,16,0,16
marrie,6,0,6
marrie's,1,0,1
married,5842,54,5896
marries,10,0,10
marrow,2,0,2
marry,14981,151,15132
marry's,3,0,3
marrying,157,4,161
mars,217,0,217
marsh,69,0,69
marsha,41,6,47
marsha's,1,1,2
marshal,9,0,9
marshall,19,3,22
marshalled,1,0,1
marshland,1,0,1
marshmallow,202,0,202
marshmallow's,8,0,8
marshmallows,871,5,876
marshmellow,1,0,1
marshy,4,0,4
marsupials,1,0,1
mart,2,0,2
marta,97,0,97
marta's,2,0,2
marten,6,0,6
martha,1545,12,1557
martha's,58,2,60
marti,9,0,9
martin,580,0,580
martin's,16,0,16
martina,31,0,31
martini,2,0,2
martins,1,0,1
marty,299,0,299
marty's,5,0,5
marv,34,0,34
marv's,2,0,2
marvaling,1,0,1
marvel,175,0,175
marveled,434,4,438
marveling,186,1,187
marvelled,74,0,74
marvelling,30,0,30
marvellous,35,2,37
marvelous,86,0,86
marvelously,2,0,2
marvels,4,1,5
marvin,97,0,97
marvin's,4,0,4
marvo,7,0,7
marvy,8,0,8
mary,36929,329,37258
mary's,1664,11,1675
masala,1,0,1
mascara,23,0,23
mascot,42,0,42
mascots,3,0,3
maser,1,0,1
mash,153,1,154
masha,3,0,3
mashed,289,4,293
masher,6,0,6
mashes,11,0,11
mashing,8,0,8
mask,18101,226,18327
mask's,11,0,11
masked,8,0,8
masking,1,0,1
masks,2741,25,2766
masky,6,0,6
masky's,2,0,2
mason,269,0,269
mason's,21,0,21
masons,1,0,1
masquerade,4,0,4
mass,9,0,9
massage,7243,69,7312
massage's,1,0,1
massaged,89,1,90
massager,17,0,17
massages,898,11,909
massaging,31,0,31
masses,1,0,1
masseur,1,0,1
masseuse,42,0,42
masseuse's,2,0,2
massive,128,2,130
massy,11,0,11
mast,242,2,244
master,1074,18,1092
master's,32,0,32
mastered,165,2,167
masterful,3,0,3
masterfully,1,0,1
mastering,29,0,29
masterpiece,699,15,714
masterpieces,27,0,27
masters,10,0,10
mastery,3,0,3
mastiff,0,1,1
masts,20,1,21
mat,3188,19,3207
mat's,3,0,3
matador,2,0,2
matadors,1,0,1
match,27160,281,27441
match's,8,0,8
matcha,7,0,7
matcha's,1,0,1
matchbox,132,1,133
matchboxes,2,0,2
matched,4306,48,4354
matcher,9,0,9
matchers,1,0,1
matches,9312,113,9425
matching,3287,43,3330
matchmaker,4,0,4
matchstick,15,0,15
matchsticks,27,0,27
matchy,7,0,7
mate,371,1,372
mateo,30,0,30
mateo's,1,0,1
mater,1,0,1
materals,0,1,1
material,701,6,707
materialised,2,0,2
materialistic,5,0,5
materialize,1,0,1
materialized,4,0,4
materials,1167,9,1176
maternity,1,0,1
mates,78,0,78
matey,914,5,919
mateys,112,1,113
math,14170,132,14302
mathematical,4,0,4
mathematician,4,0,4
mathematics,10,0,10
mathew,20,0,20
mathew's,1,0,1
mathilda,15,0,15
maths,132,0,132
mati,5,0,5
matic,4,0,4
matie,2,0,2
matilda,675,0,675
matilda's,34,0,34
matin,3,0,3
matin's,2,0,2
mating,2,0,2
mato,1,0,1
matrer,1,0,1
mats,705,6,711
matson,0,1,1
matt,1960,5,1965
matt's,80,0,80
matte,1,0,1
matted,36,0,36
matter,24866,268,25134
mattered,708,5,713
matterhow,1,0,1
matters,2000,18,2018
mattess,1,0,1
matthew,421,3,424
matthew's,14,0,14
matthews,7,0,7
matthias,4,0,4
mattias,5,0,5
mattie,137,0,137
mattie's,4,0,4
mattres,1,0,1
mattress,13179,123,13302
mattresses,213,7,220
matty,377,0,377
matty's,19,0,19
mattys,1,0,1
mature,49,0,49
maturity,3,0,3
maty,4,0,4
maud,5,0,5
maud's,3,0,3
maude,10,0,10
maude's,1,0,1
mauled,3,0,3
mauntain,1,0,1
maura,19,0,19
maura's,1,0,1
maureen,78,0,78
maurice,51,0,51
maurice's,1,0,1
mauve,1,0,1
mav,7,0,7
mavis,7,0,7
mawena,7,0,7
mawena's,1,0,1
max,1045815,10417,1056232
max's,34002,311,34313
maxa,8,0,8
maxasked,1,0,1
maxes,3,0,3
maxi,55,0,55
maxi's,6,0,6
maxie,11,0,11
maxim,30,0,30
maxim's,2,0,2
maximum,6,1,7
maximus,3,0,3
maxine,226,0,226
maxine's,16,0,16
maxing,1,0,1
maxwell,42,0,42
maxy,7,0,7
maxy's,1,0,1
may,16206,158,16364
may's,203,0,203
maya,1648,12,1660
maya's,85,0,85
mayanna,5,0,5
maybe,155817,1529,157346
mayhem,1,0,1
mayo,13,0,13
mayonnaise,33,0,33
mayor,528,10,538
mayor's,46,0,46
mayors,3,0,3
mays,2,0,2
maz,1,0,1
maze,13213,182,13395
maze's,4,0,4
mazement,1,0,1
mazes,109,1,110
mazi,4,0,4
mazier,1,0,1
mazingly,1,0,1
mazzy,8,0,8
mcbeaver,6,0,6
mcch,3,0,3
mcdaniel's,2,0,2
mcdonald,2,0,2
mcgee,10,0,10
mcgregor,5,0,5
mckenzie,8,0,8
mckenzie's,1,0,1
mcqueen,9,0,9
mcsqueaky,5,0,5
mcsqueaky's,1,0,1
me,625765,6289,632054
mea,15,0,15
mea's,2,0,2
meadow,13023,127,13150
meadow's,7,1,8
meadows,453,4,457
meager,3,0,3
meal,19288,143,19431
meals,1816,11,1827
mealtime,33,0,33
mealtimes,4,0,4
mean,132773,1366,134139
mean's,1,0,1
mean't,1,0,1
meander,2,0,2
meandered,34,0,34
meandering,19,0,19
meaner,201,1,202
meanest,40,0,40
meanie,193,1,194
meanies,5,0,5
meaning,542,11,553
meaningful,151,0,151
meaningless,2,0,2
meanings,181,2,183
meanlooking,1,0,1
meanly,23,0,23
meanness,44,0,44
means,13434,142,13576
meant,17156,179,17335
meantime,76,1,77
meanwhile,1132,10,1142
meanwolf,1,0,1
meany,8,0,8
meaow,1,0,1
measly,1,0,1
measurable,1,0,1
measure,22422,246,22668
measure's,1,0,1
measured,5064,56,5120
measurement,56,0,56
measurements,141,1,142
measurer,22,0,22
measurers,3,0,3
measures,233,0,233
measuring,3924,33,3957
meat,14751,118,14869
meatball,24,0,24
meatballed,1,0,1
meatballs,197,7,204
meatloaf,11,0,11
meats,45,0,45
meaty,24,0,24
meaty's,2,0,2
mecarefully,1,0,1
mechacnic,1,0,1
mechanic,8004,96,8100
mechanic's,173,4,177
mechanical,20,0,20
mechanics,153,0,153
mechanism,6,0,6
med,1,0,1
medai,1,0,1
medal,12539,128,12667
medal's,3,0,3
medala,1,0,1
medallion,6,0,6
medallist,4,0,4
medals,697,8,705
meddle,12,0,12
meddled,1,0,1
media,2,0,2
mediate,1,0,1
mediating,1,0,1
medic,3,0,3
medical,62,0,62
medication,9,0,9
medications,1,0,1
mediciine,1,0,1
medicinal,2,0,2
medicine,19559,234,19793
medicine's,2,0,2
medicines,119,1,120
medics,8,0,8
mediocrity,2,0,2
meditate,23,0,23
meditated,6,0,6
meditating,9,0,9
meditation,5,0,5
mediterranean,3,0,3
medium,272,1,273
medlar,1,0,1
medlas,1,0,1
meds,1,0,1
mee,25,0,25
meebly,1,0,1
meecie,9,0,9
meed,2,0,2
meeee,4,0,4
meeeeooooow,1,0,1
meeeooooow,1,0,1
meeeoooowwww,1,0,1
meeeooow,3,0,3
meeeow,0,1,1
meek,21,0,21
meeka,18,0,18
meekly,29,0,29
meekness,1,0,1
meemee,9,0,9
meena,142,0,142
meena's,10,0,10
meeny,11,0,11
meep,11,0,11
meeped,1,0,1
meera,35,0,35
meerkat,24,0,24
meerkats,16,0,16
meesha,4,0,4
meet,30887,295,31182
meeting,9489,100,9589
meeting's,1,0,1
meetings,291,5,296
meets,451,2,453
meetup,2,0,2
meg,1059,27,1086
meg's,55,3,58
mega,2,0,2
megan,1001,19,1020
megan's,55,2,57
megaphone,12,0,12
meggie,54,0,54
meggy,12,0,12
meghan,53,0,53
meghan's,2,0,2
megprit,1,0,1
meh,18,0,18
mehdi,7,0,7
mehh,1,0,1
mei,209,2,211
mei's,7,0,7
mekayla,8,0,8
mekking,1,0,1
mel,491,22,513
mel's,13,4,17
mela,8,0,8
melancholy,2,0,2
melanie,226,0,226
melanie's,14,0,14
melanin,1,0,1
melba,6,0,6
melding,1,0,1
meldy,2,0,2
melia,4,0,4
melina,46,0,46
melina's,3,0,3
melinda,162,6,168
melinda's,7,1,8
melissa,657,14,671
melissa's,22,0,22
melita,5,0,5
mella,12,0,12
mellie,19,0,19
mellie's,3,0,3
mello,22,0,22
mello's,3,0,3
mellow,14,1,15
mellowed,2,0,2
melly,43,0,43
melly's,2,0,2
melodic,43,1,44
melodie,8,0,8
melodies,105,0,105
melodious,17,1,18
melodiously,2,0,2
melody,739,3,742
melody's,13,0,13
melodys,1,0,1
melon,18237,239,18476
melon's,31,0,31
melons,1261,4,1265
melony,6,0,6
melt,11984,90,12074
melted,5090,55,5145
melter,1,0,1
melting,4513,36,4549
melts,461,7,468
melty,335,0,335
melty's,9,0,9
melvin,61,0,61
melvin's,3,0,3
memaw,2,0,2
member,554,2,556
member's,4,0,4
members,710,10,720
membership,10,0,10
membrane,1,0,1
memento,29,2,31
mementoes,1,0,1
mementos,4,0,4
memorabilia,1,0,1
memorable,88,2,90
memorial,13,0,13
memories,5663,54,5717
memorise,3,0,3
memorised,2,0,2
memorize,6,1,7
memorized,23,0,23
memorizing,8,0,8
memory,5906,59,5965
men,3268,33,3301
men's,9,1,10
mena,4,0,4
menace,6,0,6
menaced,1,0,1
menacing,111,1,112
menacingly,34,0,34
menagerie,1,0,1
